Rank,JobID,Score,Role,Query
699,J002198,1,"Data Analyst","sql"
700,J002204,1,"Data Analyst","sql"
701,J002207,1,"Data Analyst","sql"
702,J002213,1,"Data Scientist","sql"
703,J002216,1,"Data Analyst","sql"
704,J002217,1,"Data Analyst","sql"
705,J002219,1,"Data Scientist","sql"
706,J002221,1,"Data Scientist","sql"
707,J002224,1,"Data Scientist","sql"
708,J002228,1,"Data Scientist","sql"
709,J002229,1,"Data Analyst","sql"
710,J002236,1,"Data Scientist","sql"
711,J002237,1,"Data Analyst","sql"
712,J002238,1,"Data Scientist","sql"
713,J002245,1,"Data Analyst","sql"
714,J002254,1,"Data Analyst","sql"
715,J002255,1,"Data Scientist","sql"
716,J002262,1,"Data Analyst","sql"
717,J002265,1,"Data Analyst","sql"
718,J002272,1,"Data Scientist","sql"
719,J002279,1,"Data Scientist","sql"
720,J002280,1,"Data Analyst","sql"
721,J002283,1,"Data Scientist","sql"
722,J002287,1,"Data Scientist","sql"
723,J002294,1,"Data Scientist","sql"
724,J002295,1,"Data Analyst","sql"
725,J002296,1,"Data Scientist","sql"
726,J002297,1,"Data Analyst","sql"
727,J002298,1,"Data Analyst","sql"
728,J002302,1,"Data Scientist","sql"
729,J002307,1,"Data Analyst","sql"
730,J002314,1,"Data Analyst","sql"
731,J002319,1,"Data Analyst","sql"
732,J002321,1,"Data Analyst","sql"
733,J002323,1,"Data Analyst","sql"
734,J002327,1,"Data Analyst","sql"
735,J002342,1,"Data Scientist","sql"
736,J002344,1,"Data Analyst","sql"
737,J002346,1,"Data Analyst","sql"
738,J002347,1,"Data Scientist","sql"
739,J002353,1,"Data Scientist","sql"
740,J002354,1,"Data Analyst","sql"
741,J002355,1,"Data Analyst","sql"
742,J002360,1,"Data Scientist","sql"
743,J002363,1,"Data Analyst","sql"
744,J002365,1,"Data Scientist","sql"
745,J002366,1,"Data Scientist","sql"
746,J002372,1,"Data Scientist","sql"
747,J002373,1,"Data Analyst","sql"
748,J002374,1,"Data Analyst","sql"
749,J002377,1,"Data Analyst","sql"
750,J002382,1,"Data Scientist","sql"
751,J002383,1,"Data Analyst","sql"
752,J002392,1,"Data Scientist","sql"
753,J002396,1,"Data Scientist","sql"
754,J002399,1,"Data Analyst","sql"
755,J002403,1,"Data Analyst","sql"
756,J002404,1,"Data Scientist","sql"
757,J002405,1,"Data Scientist","sql"
758,J002407,1,"Data Analyst","sql"
759,J002408,1,"Data Scientist","sql"
760,J002409,1,"Data Analyst","sql"
761,J002411,1,"Data Analyst","sql"
762,J002416,1,"Data Scientist","sql"
763,J002417,1,"Data Scientist","sql"
764,J002421,1,"Data Analyst","sql"
765,J002425,1,"Data Analyst","sql"
766,J002429,1,"Data Analyst","sql"
767,J002439,1,"Data Analyst","sql"
768,J002443,1,"Data Scientist","sql"
769,J002445,1,"Data Analyst","sql"
770,J002446,1,"Data Scientist","sql"
771,J002447,1,"Data Scientist","sql"
772,J002448,1,"Data Analyst","sql"
773,J002457,1,"Data Analyst","sql"
774,J002468,1,"Data Analyst","sql"
775,J002471,1,"Data Analyst","sql"
776,J002472,1,"Data Scientist","sql"
777,J002476,1,"Data Analyst","sql"
778,J002477,1,"Data Analyst","sql"
779,J002482,1,"Data Scientist","sql"
780,J002487,1,"Data Analyst","sql"
781,J002499,1,"Data Scientist","sql"
782,J002502,1,"Data Analyst","sql"
783,J002503,1,"Data Analyst","sql"
784,J002506,1,"Data Analyst","sql"
785,J002507,1,"Data Scientist","sql"
786,J002514,1,"Data Scientist","sql"
787,J002518,1,"Data Scientist","sql"
788,J002519,1,"Data Analyst","sql"
789,J002523,1,"Data Scientist","sql"
790,J002524,1,"Data Analyst","sql"
791,J002526,1,"Data Scientist","sql"
792,J002532,1,"Data Scientist","sql"
793,J002534,1,"Data Scientist","sql"
794,J002536,1,"Data Analyst","sql"
795,J002542,1,"Data Scientist","sql"
796,J002543,1,"Data Scientist","sql"
797,J002544,1,"Data Scientist","sql"
798,J002547,1,"Data Analyst","sql"
799,J002549,1,"Data Analyst","sql"
800,J002550,1,"Data Analyst","sql"
801,J002555,1,"Data Analyst","sql"
802,J002556,1,"Data Scientist","sql"
803,J002557,1,"Data Analyst","sql"
804,J002563,1,"Data Scientist","sql"
805,J002565,1,"Data Scientist","sql"
806,J002569,1,"Data Scientist","sql"
807,J002570,1,"Data Scientist","sql"
808,J002571,1,"Data Analyst","sql"
809,J002572,1,"Data Scientist","sql"
810,J002573,1,"Data Scientist","sql"
811,J002575,1,"Data Analyst","sql"
812,J002577,1,"Data Scientist","sql"
813,J002579,1,"Data Analyst","sql"
814,J002580,1,"Data Analyst","sql"
815,J002582,1,"Data Analyst","sql"
816,J002586,1,"Data Analyst","sql"
817,J002587,1,"Data Analyst","sql"
818,J002588,1,"Data Scientist","sql"
819,J002589,1,"Data Scientist","sql"
820,J002592,1,"Data Analyst","sql"
821,J002596,1,"Data Scientist","sql"
822,J002600,1,"Data Scientist","sql"
823,J002601,1,"Data Analyst","sql"
824,J002605,1,"Data Analyst","sql"
825,J002606,1,"Data Analyst","sql"
826,J002610,1,"Data Analyst","sql"
827,J002612,1,"Data Scientist","sql"
828,J002619,1,"Data Scientist","sql"
829,J002620,1,"Data Scientist","sql"
830,J002623,1,"Data Scientist","sql"
831,J002630,1,"Data Analyst","sql"
832,J002636,1,"Data Scientist","sql"
833,J002638,1,"Data Scientist","sql"
834,J002650,1,"Data Scientist","sql"
835,J002656,1,"Data Analyst","sql"
836,J002659,1,"Data Analyst","sql"
837,J002661,1,"Data Analyst","sql"
838,J002662,1,"Data Scientist","sql"
839,J002663,1,"Data Analyst","sql"
840,J002666,1,"Data Scientist","sql"
841,J002669,1,"Data Analyst","sql"
842,J002673,1,"Data Analyst","sql"
843,J002675,1,"Data Scientist","sql"
844,J002677,1,"Data Scientist","sql"
845,J002678,1,"Data Analyst","sql"
846,J002690,1,"Data Scientist","sql"
847,J002692,1,"Data Scientist","sql"
848,J002697,1,"Data Scientist","sql"
849,J002705,1,"Data Analyst","sql"
850,J002707,1,"Data Scientist","sql"
851,J002711,1,"Data Analyst","sql"
852,J002714,1,"Data Analyst","sql"
853,J002716,1,"Data Analyst","sql"
854,J002718,1,"Data Scientist","sql"
855,J002719,1,"Data Scientist","sql"
856,J002722,1,"Data Scientist","sql"
857,J002730,1,"Data Analyst","sql"
858,J002733,1,"Data Scientist","sql"
859,J002734,1,"Data Analyst","sql"
860,J002739,1,"Data Scientist","sql"
861,J002742,1,"Data Scientist","sql"
862,J002743,1,"Data Scientist","sql"
863,J002746,1,"Data Scientist","sql"
864,J002747,1,"Data Analyst","sql"
865,J002756,1,"Data Analyst","sql"
866,J002761,1,"Data Analyst","sql"
867,J002763,1,"Data Analyst","sql"
868,J002766,1,"Data Scientist","sql"
869,J002768,1,"Data Scientist","sql"
870,J002770,1,"Data Analyst","sql"
871,J002772,1,"Data Scientist","sql"
872,J002774,1,"Data Scientist","sql"
873,J002782,1,"Data Analyst","sql"
874,J002784,1,"Data Analyst","sql"
875,J002790,1,"Data Analyst","sql"
876,J002791,1,"Data Scientist","sql"
877,J002792,1,"Data Analyst","sql"
878,J002793,1,"Data Analyst","sql"
879,J002796,1,"Data Analyst","sql"
880,J002802,1,"Data Scientist","sql"
881,J002803,1,"Data Scientist","sql"
882,J002804,1,"Data Analyst","sql"
883,J002807,1,"Data Scientist","sql"
884,J002808,1,"Data Scientist","sql"
885,J002810,1,"Data Scientist","sql"
886,J002811,1,"Data Analyst","sql"
887,J002812,1,"Data Scientist","sql"
888,J002813,1,"Data Analyst","sql"
889,J002816,1,"Data Analyst","sql"
890,J002819,1,"Data Analyst","sql"
891,J002820,1,"Data Scientist","sql"
892,J002823,1,"Data Scientist","sql"
893,J002828,1,"Data Scientist","sql"
894,J002829,1,"Data Scientist","sql"
895,J002830,1,"Data Analyst","sql"
896,J002831,1,"Data Scientist","sql"
897,J002832,1,"Data Scientist","sql"
898,J002835,1,"Data Analyst","sql"
899,J002836,1,"Data Scientist","sql"
900,J002840,1,"Data Scientist","sql"
901,J002842,1,"Data Analyst","sql"
902,J002851,1,"Data Scientist","sql"
903,J002852,1,"Data Scientist","sql"
904,J002858,1,"Data Analyst","sql"
905,J002860,1,"Data Scientist","sql"
906,J002862,1,"Data Analyst","sql"
907,J002869,1,"Data Scientist","sql"
908,J002873,1,"Data Scientist","sql"
909,J002880,1,"Data Analyst","sql"
910,J002883,1,"Data Analyst","sql"
911,J002886,1,"Data Scientist","sql"
912,J002887,1,"Data Analyst","sql"
913,J002889,1,"Data Scientist","sql"
914,J002891,1,"Data Analyst","sql"
915,J002895,1,"Data Analyst","sql"
916,J002898,1,"Data Analyst","sql"
917,J002899,1,"Data Scientist","sql"
918,J002900,1,"Data Scientist","sql"
919,J002911,1,"Data Scientist","sql"
920,J002914,1,"Data Scientist","sql"
921,J002915,1,"Data Analyst","sql"
922,J002917,1,"Data Analyst","sql"
923,J002919,1,"Data Scientist","sql"
924,J002920,1,"Data Analyst","sql"
925,J002922,1,"Data Scientist","sql"
926,J002924,1,"Data Scientist","sql"
927,J002934,1,"Data Analyst","sql"
928,J002935,1,"Data Analyst","sql"
929,J002936,1,"Data Scientist","sql"
930,J002941,1,"Data Analyst","sql"
931,J002943,1,"Data Analyst","sql"
932,J002944,1,"Data Scientist","sql"
933,J002947,1,"Data Analyst","sql"
934,J002948,1,"Data Analyst","sql"
935,J002956,1,"Data Scientist","sql"
936,J002959,1,"Data Scientist","sql"
937,J002963,1,"Data Analyst","sql"
938,J002969,1,"Data Scientist","sql"
939,J002971,1,"Data Scientist","sql"
940,J002973,1,"Data Analyst","sql"
941,J002974,1,"Data Scientist","sql"
942,J002980,1,"Data Scientist","sql"
943,J002981,1,"Data Scientist","sql"
944,J002983,1,"Data Scientist","sql"
945,J002989,1,"Data Scientist","sql"
946,J002990,1,"Data Scientist","sql"
947,J002991,1,"Data Analyst","sql"
948,J002992,1,"Data Scientist","sql"
949,J002994,1,"Data Scientist","sql"
950,J002995,1,"Data Analyst","sql"
951,J002996,1,"Data Analyst","sql"
952,J002997,1,"Data Analyst","sql"
953,J003000,1,"Data Scientist","sql"
954,J003002,1,"Data Analyst","sql"
955,J003008,1,"Data Analyst","sql"
956,J003009,1,"Data Analyst","sql"
957,J003014,1,"Data Scientist","sql"
958,J003017,1,"Data Analyst","sql"
959,J003018,1,"Data Scientist","sql"
960,J003019,1,"Data Scientist","sql"
961,J003023,1,"Data Scientist","sql"
962,J003024,1,"Data Scientist","sql"
963,J003031,1,"Data Scientist","sql"
964,J003032,1,"Data Scientist","sql"
965,J003033,1,"Data Scientist","sql"
966,J003035,1,"Data Scientist","sql"
967,J003039,1,"Data Scientist","sql"
968,J003043,1,"Data Analyst","sql"
969,J003050,1,"Data Scientist","sql"
970,J003069,1,"Data Analyst","sql"
971,J003071,1,"Data Scientist","sql"
972,J003078,1,"Data Scientist","sql"
973,J003083,1,"Data Analyst","sql"
974,J003084,1,"Data Analyst","sql"
975,J003091,1,"Data Scientist","sql"
976,J003093,1,"Data Scientist","sql"
977,J003094,1,"Data Scientist","sql"
978,J003096,1,"Data Analyst","sql"
979,J003097,1,"Data Scientist","sql"
980,J003099,1,"Data Scientist","sql"
981,J003101,1,"Data Analyst","sql"
982,J003102,1,"Data Analyst","sql"
983,J003103,1,"Data Scientist","sql"
984,J003106,1,"Data Analyst","sql"
985,J003108,1,"Data Scientist","sql"
986,J003110,1,"Data Scientist","sql"
987,J003114,1,"Data Scientist","sql"
988,J003118,1,"Data Scientist","sql"
989,J003120,1,"Data Analyst","sql"
990,J003126,1,"Data Analyst","sql"
991,J003133,1,"Data Scientist","sql"
992,J003149,1,"Data Analyst","sql"
993,J003155,1,"Data Scientist","sql"
994,J003158,1,"Data Scientist","sql"
995,J003162,1,"Data Scientist","sql"
996,J003168,1,"Data Scientist","sql"
997,J003169,1,"Data Analyst","sql"
998,J003173,1,"Data Analyst","sql"
999,J003176,1,"Data Analyst","sql"
1000,J003178,1,"Data Scientist","sql"
1001,J003180,1,"Data Scientist","sql"
1002,J003187,1,"Data Analyst","sql"
1003,J003190,1,"Data Analyst","sql"
1004,J003194,1,"Data Analyst","sql"
1005,J003197,1,"Data Scientist","sql"
1006,J003199,1,"Data Analyst","sql"
1007,J003202,1,"Data Scientist","sql"
1008,J003207,1,"Data Analyst","sql"
1009,J003216,1,"Data Analyst","sql"
1010,J003219,1,"Data Scientist","sql"
1011,J003225,1,"Data Scientist","sql"
1012,J003227,1,"Data Scientist","sql"
1013,J003228,1,"Data Scientist","sql"
1014,J003230,1,"Data Scientist","sql"
1015,J003232,1,"Data Scientist","sql"
1016,J003236,1,"Data Analyst","sql"
1017,J003238,1,"Data Scientist","sql"
1018,J003239,1,"Data Analyst","sql"
1019,J003244,1,"Data Analyst","sql"
1020,J003250,1,"Data Analyst","sql"
1021,J003254,1,"Data Scientist","sql"
1022,J003255,1,"Data Scientist","sql"
1023,J003256,1,"Data Scientist","sql"
1024,J003260,1,"Data Scientist","sql"
1025,J003261,1,"Data Scientist","sql"
1026,J003268,1,"Data Analyst","sql"
1027,J003269,1,"Data Scientist","sql"
1028,J003271,1,"Data Analyst","sql"
1029,J003275,1,"Data Analyst","sql"
1030,J003284,1,"Data Scientist","sql"
1031,J003294,1,"Data Scientist","sql"
1032,J003296,1,"Data Analyst","sql"
1033,J003300,1,"Data Scientist","sql"
1034,J003305,1,"Data Scientist","sql"
1035,J003314,1,"Data Scientist","sql"
1036,J003321,1,"Data Analyst","sql"
1037,J003322,1,"Data Scientist","sql"
1038,J003328,1,"Data Analyst","sql"
1039,J003334,1,"Data Scientist","sql"
1040,J003335,1,"Data Analyst","sql"
1041,J003340,1,"Data Scientist","sql"
1042,J003343,1,"Data Analyst","sql"
1043,J003348,1,"Data Scientist","sql"
1044,J003349,1,"Data Scientist","sql"
1045,J003350,1,"Data Scientist","sql"
1046,J003351,1,"Data Analyst","sql"
1047,J003352,1,"Data Analyst","sql"
1048,J003353,1,"Data Analyst","sql"
1049,J003359,1,"Data Analyst","sql"
1050,J003365,1,"Data Scientist","sql"
1051,J003367,1,"Data Analyst","sql"
1052,J003369,1,"Data Analyst","sql"
1053,J003370,1,"Data Scientist","sql"
1054,J003373,1,"Data Scientist","sql"
1055,J003377,1,"Data Analyst","sql"
1056,J003378,1,"Data Analyst","sql"
1057,J003380,1,"Data Scientist","sql"
1058,J003381,1,"Data Analyst","sql"
1059,J003384,1,"Data Scientist","sql"
1060,J003388,1,"Data Scientist","sql"
1061,J003392,1,"Data Scientist","sql"
1062,J003396,1,"Data Scientist","sql"
1063,J003400,1,"Data Analyst","sql"
1064,J003405,1,"Data Analyst","sql"
1065,J003408,1,"Data Scientist","sql"
1066,J003410,1,"Data Scientist","sql"
1067,J003412,1,"Data Scientist","sql"
1068,J003414,1,"Data Analyst","sql"
1069,J003419,1,"Data Scientist","sql"
1070,J003423,1,"Data Analyst","sql"
1071,J003428,1,"Data Scientist","sql"
1072,J003434,1,"Data Analyst","sql"
1073,J003437,1,"Data Analyst","sql"
1074,J003438,1,"Data Analyst","sql"
1075,J003439,1,"Data Analyst","sql"
1076,J003443,1,"Data Analyst","sql"
1077,J003444,1,"Data Scientist","sql"
1078,J003446,1,"Data Scientist","sql"
1079,J003449,1,"Data Scientist","sql"
1080,J003450,1,"Data Analyst","sql"
1081,J003456,1,"Data Analyst","sql"
1082,J003462,1,"Data Analyst","sql"
1083,J003463,1,"Data Analyst","sql"
1084,J003467,1,"Data Scientist","sql"
1085,J003471,1,"Data Analyst","sql"
1086,J003475,1,"Data Analyst","sql"
1087,J003483,1,"Data Analyst","sql"
1088,J003484,1,"Data Analyst","sql"
1089,J003489,1,"Data Scientist","sql"
1090,J003490,1,"Data Scientist","sql"
1091,J003503,1,"Data Analyst","sql"
1092,J003504,1,"Data Scientist","sql"
1093,J003506,1,"Data Analyst","sql"
1094,J003508,1,"Data Analyst","sql"
1095,J003513,1,"Data Scientist","sql"
1096,J003515,1,"Data Scientist","sql"
1097,J003518,1,"Data Scientist","sql"
1098,J003522,1,"Data Scientist","sql"
1099,J003526,1,"Data Scientist","sql"
1100,J003530,1,"Data Scientist","sql"
1101,J003535,1,"Data Analyst","sql"
1102,J003536,1,"Data Scientist","sql"
1103,J003542,1,"Data Scientist","sql"
1104,J003547,1,"Data Analyst","sql"
1105,J003549,1,"Data Scientist","sql"
1106,J003561,1,"Data Analyst","sql"
1107,J003562,1,"Data Scientist","sql"
1108,J003567,1,"Data Analyst","sql"
1109,J003570,1,"Data Scientist","sql"
1110,J003571,1,"Data Analyst","sql"
1111,J003578,1,"Data Scientist","sql"
1112,J003584,1,"Data Scientist","sql"
1113,J003612,1,"Data Analyst","sql"
1114,J003614,1,"Data Analyst","sql"
1115,J003615,1,"Data Scientist","sql"
1116,J003619,1,"Data Scientist","sql"
1117,J003621,1,"Data Scientist","sql"
1118,J003622,1,"Data Scientist","sql"
1119,J003623,1,"Data Scientist","sql"
1120,J003624,1,"Data Analyst","sql"
1121,J003625,1,"Data Analyst","sql"
1122,J003628,1,"Data Scientist","sql"
1123,J003633,1,"Data Analyst","sql"
1124,J003636,1,"Data Analyst","sql"
1125,J003640,1,"Data Analyst","sql"
1126,J003643,1,"Data Analyst","sql"
1127,J003647,1,"Data Scientist","sql"
1128,J003650,1,"Data Scientist","sql"
1129,J003657,1,"Data Scientist","sql"
1130,J003664,1,"Data Analyst","sql"
1131,J003666,1,"Data Scientist","sql"
1132,J003669,1,"Data Scientist","sql"
1133,J003677,1,"Data Analyst","sql"
1134,J003678,1,"Data Analyst","sql"
1135,J003680,1,"Data Scientist","sql"
1136,J003681,1,"Data Scientist","sql"
1137,J003683,1,"Data Scientist","sql"
1138,J003687,1,"Data Scientist","sql"
1139,J003699,1,"Data Scientist","sql"
1140,J003707,1,"Data Scientist","sql"
1141,J003712,1,"Data Scientist","sql"
1142,J003714,1,"Data Analyst","sql"
1143,J003718,1,"Data Analyst","sql"
1144,J003722,1,"Data Analyst","sql"
1145,J003728,1,"Data Analyst","sql"
1146,J003738,1,"Data Analyst","sql"
1147,J003740,1,"Data Analyst","sql"
1148,J003749,1,"Data Scientist","sql"
1149,J003751,1,"Data Analyst","sql"
1150,J003757,1,"Data Scientist","sql"
1151,J003762,1,"Data Analyst","sql"
1152,J003767,1,"Data Analyst","sql"
1153,J003768,1,"Data Analyst","sql"
1154,J003771,1,"Data Analyst","sql"
1155,J003778,1,"Data Scientist","sql"
1156,J003792,1,"Data Scientist","sql"
1157,J003798,1,"Data Scientist","sql"
1158,J003808,1,"Data Scientist","sql"
1159,J003809,1,"Data Scientist","sql"
1160,J003811,1,"Data Analyst","sql"
1161,J003823,1,"Data Scientist","sql"
1162,J003826,1,"Data Analyst","sql"
1163,J003830,1,"Data Scientist","sql"
1164,J003833,1,"Data Scientist","sql"
1165,J003836,1,"Data Scientist","sql"
1166,J003837,1,"Data Analyst","sql"
1167,J003840,1,"Data Scientist","sql"
1168,J003844,1,"Data Scientist","sql"
1169,J003848,1,"Data Scientist","sql"
1170,J003854,1,"Data Scientist","sql"
1171,J003855,1,"Data Scientist","sql"
1172,J003856,1,"Data Analyst","sql"
1173,J003860,1,"Data Analyst","sql"
1174,J003866,1,"Data Scientist","sql"
1175,J003867,1,"Data Scientist","sql"
1176,J003869,1,"Data Scientist","sql"
1177,J003870,1,"Data Scientist","sql"
1178,J003873,1,"Data Analyst","sql"
1179,J003877,1,"Data Scientist","sql"
1180,J003878,1,"Data Scientist","sql"
1181,J003880,1,"Data Analyst","sql"
1182,J003881,1,"Data Scientist","sql"
1183,J003882,1,"Data Analyst","sql"
1184,J003884,1,"Data Analyst","sql"
1185,J003887,1,"Data Scientist","sql"
1186,J003895,1,"Data Scientist","sql"
1187,J003898,1,"Data Scientist","sql"
1188,J003899,1,"Data Analyst","sql"
1189,J003906,1,"Data Scientist","sql"
1190,J003908,1,"Data Scientist","sql"
1191,J003909,1,"Data Analyst","sql"
1192,J003911,1,"Data Scientist","sql"
1193,J003919,1,"Data Scientist","sql"
1194,J003921,1,"Data Analyst","sql"
1195,J003924,1,"Data Scientist","sql"
1196,J003926,1,"Data Analyst","sql"
1197,J003928,1,"Data Analyst","sql"
1198,J003931,1,"Data Analyst","sql"
1199,J003933,1,"Data Scientist","sql"
1200,J003935,1,"Data Analyst","sql"
1201,J003937,1,"Data Analyst","sql"
1202,J003940,1,"Data Analyst","sql"
1203,J003944,1,"Data Scientist","sql"
1204,J003960,1,"Data Analyst","sql"
1205,J003961,1,"Data Scientist","sql"
1206,J003963,1,"Data Analyst","sql"
1207,J003966,1,"Data Scientist","sql"
1208,J003967,1,"Data Analyst","sql"
1209,J003968,1,"Data Analyst","sql"
1210,J003969,1,"Data Analyst","sql"
1211,J003970,1,"Data Scientist","sql"
1212,J003971,1,"Data Analyst","sql"
1213,J003977,1,"Data Scientist","sql"
1214,J003979,1,"Data Scientist","sql"
1215,J003982,1,"Data Scientist","sql"
1216,J003983,1,"Data Analyst","sql"
1217,J003984,1,"Data Scientist","sql"
1218,J003988,1,"Data Analyst","sql"
1219,J003989,1,"Data Scientist","sql"
1220,J003994,1,"Data Scientist","sql"
1221,J003997,1,"Data Scientist","sql"
1222,J003999,1,"Data Analyst","sql"
1223,J004000,1,"Data Scientist","sql"
1224,J004003,1,"Data Analyst","sql"
1225,J004004,1,"Data Analyst","sql"
1226,J004006,1,"Data Scientist","sql"
1227,J004007,1,"Data Analyst","sql"
1228,J004009,1,"Data Analyst","sql"
1229,J004012,1,"Data Analyst","sql"
1230,J004014,1,"Data Scientist","sql"
1231,J004022,1,"Data Scientist","sql"
1232,J004025,1,"Data Scientist","sql"
1233,J004032,1,"Data Scientist","sql"
1234,J004034,1,"Data Analyst","sql"
1235,J004037,1,"Data Analyst","sql"
1236,J004038,1,"Data Scientist","sql"
1237,J004042,1,"Data Scientist","sql"
1238,J004047,1,"Data Analyst","sql"
1239,J004048,1,"Data Analyst","sql"
1240,J004049,1,"Data Scientist","sql"
1241,J004063,1,"Data Scientist","sql"
1242,J004065,1,"Data Scientist","sql"
1243,J004067,1,"Data Scientist","sql"
1244,J004076,1,"Data Scientist","sql"
1245,J004077,1,"Data Analyst","sql"
1246,J004081,1,"Data Analyst","sql"
1247,J004089,1,"Data Scientist","sql"
1248,J004094,1,"Data Analyst","sql"
1249,J004095,1,"Data Analyst","sql"
1250,J004097,1,"Data Analyst","sql"
1251,J004099,1,"Data Scientist","sql"
1252,J004110,1,"Data Analyst","sql"
1253,J004111,1,"Data Scientist","sql"
1254,J004121,1,"Data Scientist","sql"
1255,J004123,1,"Data Scientist","sql"
1256,J004131,1,"Data Analyst","sql"
1257,J004133,1,"Data Analyst","sql"
1258,J004142,1,"Data Scientist","sql"
1259,J004144,1,"Data Scientist","sql"
1260,J004148,1,"Data Analyst","sql"
1261,J004149,1,"Data Scientist","sql"
1262,J004154,1,"Data Analyst","sql"
1263,J004155,1,"Data Scientist","sql"
1264,J004158,1,"Data Analyst","sql"
1265,J004160,1,"Data Scientist","sql"
1266,J004161,1,"Data Analyst","sql"
1267,J004167,1,"Data Analyst","sql"
1268,J004172,1,"Data Analyst","sql"
1269,J004175,1,"Data Analyst","sql"
1270,J004177,1,"Data Analyst","sql"
1271,J004180,1,"Data Analyst","sql"
1272,J004188,1,"Data Scientist","sql"
1273,J004192,1,"Data Scientist","sql"
1274,J004198,1,"Data Scientist","sql"
1275,J004200,1,"Data Analyst","sql"
1276,J004207,1,"Data Scientist","sql"
1277,J004209,1,"Data Scientist","sql"
1278,J004216,1,"Data Scientist","sql"
1279,J004219,1,"Data Scientist","sql"
1280,J004227,1,"Data Analyst","sql"
1281,J004239,1,"Data Scientist","sql"
1282,J004242,1,"Data Analyst","sql"
1283,J004244,1,"Data Scientist","sql"
1284,J004245,1,"Data Analyst","sql"
1285,J004247,1,"Data Analyst","sql"
1286,J004251,1,"Data Scientist","sql"
1287,J004253,1,"Data Analyst","sql"
1288,J004254,1,"Data Scientist","sql"
1289,J004260,1,"Data Analyst","sql"
1290,J004261,1,"Data Analyst","sql"
1291,J004263,1,"Data Analyst","sql"
1292,J004267,1,"Data Scientist","sql"
1293,J004269,1,"Data Analyst","sql"
1294,J004271,1,"Data Analyst","sql"
1295,J004277,1,"Data Scientist","sql"
1296,J004279,1,"Data Analyst","sql"
1297,J004280,1,"Data Scientist","sql"
1298,J004281,1,"Data Analyst","sql"
1299,J004283,1,"Data Scientist","sql"
1300,J004286,1,"Data Scientist","sql"
1301,J004287,1,"Data Analyst","sql"
1302,J004292,1,"Data Analyst","sql"
1303,J004296,1,"Data Analyst","sql"
1304,J004298,1,"Data Analyst","sql"
1305,J004300,1,"Data Analyst","sql"
1306,J004301,1,"Data Scientist","sql"
1307,J004304,1,"Data Scientist","sql"
1308,J004307,1,"Data Analyst","sql"
1309,J004308,1,"Data Analyst","sql"
1310,J004314,1,"Data Analyst","sql"
1311,J004316,1,"Data Scientist","sql"
1312,J004319,1,"Data Scientist","sql"
1313,J004322,1,"Data Analyst","sql"
1314,J004323,1,"Data Scientist","sql"
1315,J004328,1,"Data Scientist","sql"
1316,J004333,1,"Data Scientist","sql"
1317,J004334,1,"Data Scientist","sql"
1318,J004336,1,"Data Analyst","sql"
1319,J004340,1,"Data Analyst","sql"
1320,J004341,1,"Data Analyst","sql"
1321,J004344,1,"Data Scientist","sql"
1322,J004349,1,"Data Scientist","sql"
1323,J004353,1,"Data Analyst","sql"
1324,J004356,1,"Data Scientist","sql"
1325,J004359,1,"Data Scientist","sql"
1326,J004360,1,"Data Scientist","sql"
1327,J004361,1,"Data Analyst","sql"
1328,J004366,1,"Data Analyst","sql"
1329,J004368,1,"Data Scientist","sql"
1330,J004369,1,"Data Analyst","sql"
1331,J004373,1,"Data Scientist","sql"
1332,J004374,1,"Data Analyst","sql"
1333,J004380,1,"Data Analyst","sql"
1334,J004385,1,"Data Scientist","sql"
1335,J004386,1,"Data Analyst","sql"
1336,J004387,1,"Data Analyst","sql"
1337,J004388,1,"Data Analyst","sql"
1338,J004389,1,"Data Analyst","sql"
1339,J004390,1,"Data Analyst","sql"
1340,J004393,1,"Data Scientist","sql"
1341,J004394,1,"Data Scientist","sql"
1342,J004396,1,"Data Scientist","sql"
1343,J004399,1,"Data Scientist","sql"
1344,J004400,1,"Data Analyst","sql"
1345,J004401,1,"Data Analyst","sql"
1346,J004404,1,"Data Analyst","sql"
1347,J004406,1,"Data Analyst","sql"
1348,J004408,1,"Data Scientist","sql"
1349,J004409,1,"Data Scientist","sql"
1350,J004412,1,"Data Scientist","sql"
1351,J004414,1,"Data Scientist","sql"
1352,J004415,1,"Data Analyst","sql"
1353,J004418,1,"Data Analyst","sql"
1354,J004426,1,"Data Analyst","sql"
1355,J004427,1,"Data Scientist","sql"
1356,J004430,1,"Data Scientist","sql"
1357,J004432,1,"Data Scientist","sql"
1358,J004435,1,"Data Scientist","sql"
1359,J004436,1,"Data Analyst","sql"
1360,J004439,1,"Data Scientist","sql"
1361,J004443,1,"Data Analyst","sql"
1362,J004446,1,"Data Analyst","sql"
1363,J004452,1,"Data Analyst","sql"
1364,J004453,1,"Data Scientist","sql"
1365,J004455,1,"Data Analyst","sql"
1366,J004457,1,"Data Analyst","sql"
1367,J004461,1,"Data Analyst","sql"
1368,J004467,1,"Data Analyst","sql"
1369,J004468,1,"Data Analyst","sql"
1370,J004471,1,"Data Analyst","sql"
1371,J004472,1,"Data Scientist","sql"
1372,J004477,1,"Data Analyst","sql"
1373,J004478,1,"Data Scientist","sql"
1374,J004484,1,"Data Scientist","sql"
1375,J004485,1,"Data Analyst","sql"
1376,J004488,1,"Data Analyst","sql"
1377,J004489,1,"Data Scientist","sql"
1378,J004494,1,"Data Scientist","sql"
