JobID,Role,Cleaned_Skills
J001898,ML Engineer,"Computer Vision, TensorFlow, Keras"
J001899,Software Engineer,"System Design, Docker, Spring Boot, Git, Agile, Java"
J001900,Product Manager,"User Stories, Scrum, Agile, Stakeholder Management, Product Roadmap"
J001901,Data Scientist,"SQL, Statistics, Machine Learning"
J001902,Data Analyst,"Power BI, Excel, Tableau, Reporting, Data Cleaning"
J001903,Data Analyst,"Power BI, SQL, Data Cleaning"
J001904,Data Scientist,"Machine Learning, Pandas, Python, Statistics"
J001905,Data Scientist,"Python, Statistics, Machine Learning"
J001906,Software Engineer,"System Design, Spring Boot, Docker, Agile"
J001907,Software Engineer,"Spring Boot, Docker, System Design, Git, Agile, REST APIs, Java"
J001908,Data Analyst,"Power BI, Data Cleaning, Excel, Reporting"
J001909,Software Engineer,"REST APIs, Spring Boot, Java, System Design, Docker, Agile"
J001910,Product Manager,"Scrum, Product Roadmap, Stakeholder Management"
J001911,Software Engineer,"Agile, Docker, System Design, Git, Spring Boot, REST APIs, Java"
J001912,Data Analyst,"SQL, Power BI, Excel, Data Cleaning, Tableau, Reporting"
J001913,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories"
J001914,Product Manager,"Scrum, User Stories, Product Roadmap"
J001915,ML Engineer,"Python, Cloud, PyTorch, Computer Vision"
J001916,Data Analyst,"Excel, Reporting, Tableau, SQL"
J001917,Product Manager,"Product Roadmap, Stakeholder Management, Agile, Scrum"
J001918,Data Analyst,"Power BI, Reporting, Data Cleaning, Excel"
J001919,ML Engineer,"TensorFlow, PyTorch, MLOps, Computer Vision, Python, Keras, Cloud"
J001920,Data Analyst,"Data Cleaning, Power BI, Excel"
J001921,Product Manager,"Product Roadmap, User Stories, Scrum"
J001922,Data Analyst,"Power BI, Tableau, Reporting"
J001923,Data Analyst,"Data Cleaning, SQL, Power BI, Tableau, Excel"
J001924,Data Scientist,"Machine Learning, NLP, Deep Learning, Python, Pandas"
J001925,ML Engineer,"MLOps, Computer Vision, Python, TensorFlow, PyTorch"
J001926,ML Engineer,"Keras, Python, Computer Vision, Cloud, MLOps, TensorFlow, PyTorch"
J001927,ML Engineer,"Python, MLOps, Computer Vision, PyTorch, Keras"
J001928,Software Engineer,"Java, Agile, Spring Boot, System Design, Git, Docker, REST APIs"
J001929,Software Engineer,"System Design, Java, Spring Boot, Agile, Git"
J001930,Data Analyst,"SQL, Tableau, Reporting, Data Cleaning, Excel"
J001931,Data Scientist,"Pandas, Deep Learning, Statistics, NLP, SQL, Python"
J001932,ML Engineer,"MLOps, PyTorch, Python, Keras, Cloud"
J001933,Product Manager,"Agile, Scrum, Stakeholder Management, User Stories, Product Roadmap"
J001934,Product Manager,"Agile, User Stories, Scrum, Product Roadmap, Stakeholder Management"
J001935,Software Engineer,"REST APIs, Agile, Java, Git, Spring Boot, System Design"
J001936,Product Manager,"Product Roadmap, Agile, User Stories"
J001937,ML Engineer,"PyTorch, Cloud, Computer Vision, MLOps, Python, Keras"
J001938,Software Engineer,"Spring Boot, Git, System Design"
J001939,Data Scientist,"Machine Learning, NLP, Python"
J001940,Product Manager,"User Stories, Product Roadmap, Scrum, Agile, Stakeholder Management"
J001941,Data Analyst,"Data Cleaning, SQL, Excel, Tableau, Reporting, Power BI"
J001942,ML Engineer,"Cloud, Keras, Python"
J001943,Data Scientist,"Python, SQL, Deep Learning, NLP"
J001944,Data Analyst,"Data Cleaning, Power BI, Excel, Reporting, Tableau"
J001945,ML Engineer,"Cloud, TensorFlow, Computer Vision, Python, MLOps, Keras"
J001946,Data Analyst,"Tableau, Excel, SQL"
J001947,Software Engineer,"Git, System Design, Spring Boot, Docker"
J001948,Product Manager,"User Stories, Product Roadmap, Agile, Scrum, Stakeholder Management"
J001949,Product Manager,"User Stories, Product Roadmap, Agile, Stakeholder Management"
J001950,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories, Product Roadmap"
J001951,Data Analyst,"Power BI, Data Cleaning, Reporting, SQL, Tableau, Excel"
J001952,Software Engineer,"REST APIs, Agile, System Design, Spring Boot"
J001953,Software Engineer,"Java, System Design, Git, REST APIs, Agile"
J001954,Software Engineer,"Git, REST APIs, Agile, Spring Boot"
J001955,ML Engineer,"Computer Vision, Cloud, MLOps, Keras, TensorFlow"
J001956,Software Engineer,"Docker, Java, System Design, Spring Boot, Git, Agile"
J001957,Data Scientist,"NLP, SQL, Deep Learning, Statistics, Pandas"
J001958,Software Engineer,"Agile, Git, Java, Docker, Spring Boot, System Design, REST APIs"
J001959,Data Analyst,"Excel, Power BI, Data Cleaning, Reporting"
J001960,Data Analyst,"Power BI, Tableau, Reporting, SQL, Data Cleaning, Excel"
J001961,Software Engineer,"System Design, Git, REST APIs, Docker, Agile"
J001962,Data Analyst,"SQL, Power BI, Reporting"
J001963,ML Engineer,"Keras, Python, PyTorch, Cloud, MLOps, TensorFlow, Computer Vision"
J001964,Product Manager,"User Stories, Agile, Scrum"
J001965,Data Scientist,"Python, NLP, Statistics, Machine Learning, SQL, Deep Learning, Pandas"
J001966,Data Analyst,"Data Cleaning, Power BI, Tableau, Reporting"
J001967,ML Engineer,"PyTorch, Keras, Python, Cloud"
J001968,Software Engineer,"Docker, Spring Boot, REST APIs"
J001969,Data Analyst,"SQL, Tableau, Reporting, Power BI"
J001970,ML Engineer,"MLOps, TensorFlow, PyTorch"
J001971,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Agile"
J001972,ML Engineer,"Keras, Computer Vision, PyTorch, Python, TensorFlow"
J001973,Software Engineer,"System Design, Spring Boot, Java, Git, REST APIs, Docker"
J001974,Software Engineer,"Spring Boot, System Design, Docker, Agile, Git, Java, REST APIs"
J001975,ML Engineer,"MLOps, Keras, Python, PyTorch"
J001976,Data Scientist,"Deep Learning, Statistics, Pandas"
J001977,ML Engineer,"Cloud, Python, TensorFlow, PyTorch, MLOps, Keras"
J001978,Product Manager,"Scrum, Product Roadmap, Stakeholder Management"
J001979,Data Scientist,"Statistics, SQL, Machine Learning, NLP, Pandas, Deep Learning, Python"
J001980,Product Manager,"Agile, Stakeholder Management, User Stories, Product Roadmap"
J001981,Software Engineer,"System Design, Git, Java, Docker, Spring Boot, Agile"
J001982,ML Engineer,"TensorFlow, PyTorch, MLOps, Cloud"
J001983,Data Scientist,"Pandas, NLP, Statistics, Python, Machine Learning, SQL, Deep Learning"
J001984,Data Scientist,"Python, SQL, Statistics, Pandas, Deep Learning, NLP"
J001985,Data Scientist,"SQL, Machine Learning, Python, Deep Learning, NLP, Pandas, Statistics"
J001986,Product Manager,"Product Roadmap, Agile, Scrum"
J001987,Data Analyst,"SQL, Power BI, Tableau, Excel"
J001988,Data Analyst,"Tableau, Data Cleaning, Reporting, Power BI, SQL"
J001989,Software Engineer,"REST APIs, Agile, Git, System Design, Java, Spring Boot, Docker"
J001990,Data Analyst,"Power BI, Excel, SQL, Tableau, Data Cleaning, Reporting"
J001991,Product Manager,"Agile, Stakeholder Management, Scrum, Product Roadmap, User Stories"
J001992,Data Analyst,"Reporting, SQL, Tableau"
J001993,Software Engineer,"Docker, System Design, REST APIs"
J001994,ML Engineer,"TensorFlow, Cloud, PyTorch, Keras"
J001995,Data Scientist,"NLP, SQL, Statistics, Pandas, Python"
J001996,ML Engineer,"PyTorch, Computer Vision, MLOps, Keras"
J001997,Data Analyst,"Power BI, Reporting, Data Cleaning"
J001998,Data Analyst,"Power BI, Data Cleaning, Reporting, Tableau"
J001999,Product Manager,"Scrum, Stakeholder Management, Agile"
J002000,Product Manager,"Scrum, User Stories, Agile"
J002001,Software Engineer,"REST APIs, Agile, Docker, System Design"
J002002,Software Engineer,"System Design, Docker, Java, Spring Boot, Git"
J002003,Data Analyst,"Excel, SQL, Power BI"
J002004,Software Engineer,"Git, Spring Boot, REST APIs, Agile, Docker"
J002005,Data Analyst,"SQL, Power BI, Data Cleaning"
J002006,ML Engineer,"MLOps, PyTorch, Python, Computer Vision, Keras, TensorFlow, Cloud"
J002007,Software Engineer,"Spring Boot, Git, Docker, Agile"
J002008,Product Manager,"Agile, User Stories, Stakeholder Management"
J002009,Product Manager,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
J002010,Software Engineer,"REST APIs, Git, Agile"
J002011,Data Analyst,"SQL, Reporting, Power BI, Data Cleaning"
J002012,Data Analyst,"Tableau, SQL, Data Cleaning, Power BI"
J002013,Product Manager,"Agile, User Stories, Scrum"
J002014,Data Analyst,"Tableau, Power BI, Data Cleaning, Reporting"
J002015,Data Analyst,"Reporting, Tableau, Power BI, Data Cleaning, Excel"
J002016,Data Scientist,"Deep Learning, SQL, Pandas, Python, Machine Learning, Statistics"
J002017,Software Engineer,"Git, Java, System Design, REST APIs, Agile"
J002018,ML Engineer,"TensorFlow, Keras, PyTorch"
J002019,Software Engineer,"System Design, Agile, Git, Docker, Java, REST APIs, Spring Boot"
J002020,ML Engineer,"TensorFlow, PyTorch, Computer Vision, MLOps, Keras"
J002021,Data Analyst,"Excel, Power BI, Tableau"
J002022,ML Engineer,"MLOps, PyTorch, TensorFlow, Computer Vision, Python"
J002023,Data Scientist,"Machine Learning, Deep Learning, Python, Statistics, NLP, SQL, Pandas"
J002024,Data Analyst,"Power BI, Excel, SQL, Reporting, Data Cleaning"
J002025,Software Engineer,"Docker, System Design, Java, Spring Boot, Git"
J002026,Data Scientist,"Python, Machine Learning, Pandas, Deep Learning"
J002027,Data Scientist,"Pandas, Statistics, Python, Deep Learning, Machine Learning, SQL, NLP"
J002028,ML Engineer,"Cloud, PyTorch, Computer Vision, MLOps, Keras"
J002029,Data Analyst,"Reporting, Data Cleaning, Power BI, Tableau, SQL, Excel"
J002030,ML Engineer,"Cloud, MLOps, Keras, PyTorch"
J002031,Data Scientist,"Python, Statistics, SQL, Deep Learning, NLP, Pandas, Machine Learning"
J002032,Data Scientist,"NLP, Statistics, SQL, Deep Learning, Python, Pandas, Machine Learning"
J002033,Data Analyst,"Reporting, Power BI, Excel, SQL, Tableau, Data Cleaning"
J002034,Product Manager,"Agile, Scrum, User Stories"
J002035,Data Scientist,"Pandas, SQL, NLP"
J002036,Software Engineer,"REST APIs, System Design, Java, Spring Boot, Agile, Docker"
J002037,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile"
J002038,ML Engineer,"TensorFlow, Keras, MLOps"
J002039,Data Scientist,"Python, Statistics, SQL"
J002040,Product Manager,"Stakeholder Management, User Stories, Agile, Product Roadmap"
J002041,Software Engineer,"System Design, Docker, Spring Boot, Java"
J002042,Software Engineer,"Agile, Java, REST APIs, Spring Boot"
J002043,Software Engineer,"Spring Boot, Git, Docker, Agile, REST APIs, System Design, Java"
J002044,Data Analyst,"Tableau, Reporting, Power BI, Data Cleaning, Excel, SQL"
J002045,Data Analyst,"SQL, Data Cleaning, Tableau"
J002046,Product Manager,"Stakeholder Management, Product Roadmap, Agile"
J002047,Data Scientist,"SQL, NLP, Statistics, Python, Machine Learning"
J002048,ML Engineer,"Keras, Cloud, PyTorch, MLOps, Computer Vision, TensorFlow"
J002049,Data Scientist,"NLP, Machine Learning, Statistics, Pandas"
J002050,Software Engineer,"REST APIs, Agile, Java, System Design, Git, Spring Boot, Docker"
J002051,ML Engineer,"Keras, Cloud, TensorFlow, PyTorch, MLOps"
J002052,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
J002053,Product Manager,"Scrum, Agile, User Stories, Stakeholder Management, Product Roadmap"
J002054,Data Analyst,"SQL, Tableau, Power BI"
J002055,Product Manager,"Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
J002056,Product Manager,"User Stories, Agile, Scrum, Product Roadmap"
J002057,Data Scientist,"NLP, Python, Deep Learning, Machine Learning, SQL, Pandas"
J002058,Product Manager,"Agile, Product Roadmap, Scrum"
J002059,ML Engineer,"Python, Cloud, Computer Vision, TensorFlow, Keras"
J002060,Product Manager,"Stakeholder Management, Scrum, User Stories, Agile"
J002061,Data Scientist,"Machine Learning, Python, NLP, Deep Learning"
J002062,Data Analyst,"Excel, Power BI, Data Cleaning, Tableau"
J002063,ML Engineer,"PyTorch, Python, TensorFlow, Keras"
J002064,Software Engineer,"Agile, Java, Git, REST APIs"
J002065,Data Scientist,"Pandas, SQL, Python, NLP, Statistics, Deep Learning"
J002066,Data Analyst,"Data Cleaning, Reporting, Tableau, Power BI, Excel, SQL"
J002067,Data Scientist,"Deep Learning, Machine Learning, Pandas, SQL, Python, Statistics, NLP"
J002068,Product Manager,"Product Roadmap, User Stories, Agile, Scrum"
J002069,Product Manager,"Scrum, Agile, User Stories, Product Roadmap, Stakeholder Management"
J002070,Data Analyst,"Reporting, Power BI, Excel"
J002071,Data Scientist,"Python, Pandas, NLP, SQL, Machine Learning"
J002072,Software Engineer,"REST APIs, Docker, System Design, Java, Git, Agile"
J002073,Software Engineer,"Java, System Design, Git, REST APIs"
J002074,Data Scientist,"Statistics, NLP, SQL, Python, Machine Learning"
J002075,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
J002076,ML Engineer,"PyTorch, TensorFlow, Python, Cloud, MLOps, Computer Vision, Keras"
J002077,Data Analyst,"Power BI, Data Cleaning, Excel, Tableau, SQL, Reporting"
J002078,Product Manager,"User Stories, Product Roadmap, Stakeholder Management"
J002079,Data Scientist,"NLP, Deep Learning, SQL, Statistics"
J002080,Data Analyst,"SQL, Excel, Tableau, Data Cleaning, Reporting, Power BI"
J002081,Product Manager,"Scrum, User Stories, Agile"
J002082,Product Manager,"Product Roadmap, Scrum, Agile, Stakeholder Management, User Stories"
J002083,Data Analyst,"Data Cleaning, Power BI, SQL, Tableau"
J002084,Data Scientist,"Pandas, Python, Machine Learning, Deep Learning, Statistics, SQL, NLP"
J002085,ML Engineer,"Cloud, MLOps, PyTorch, Computer Vision, Python, Keras, TensorFlow"
J002086,ML Engineer,"MLOps, Keras, Cloud"
J002087,Software Engineer,"Agile, REST APIs, System Design, Spring Boot, Java, Git, Docker"
J002088,Data Analyst,"Power BI, Tableau, Reporting, Data Cleaning, SQL"
J002089,Data Scientist,"NLP, SQL, Machine Learning, Python, Statistics, Deep Learning"
J002090,Product Manager,"User Stories, Stakeholder Management, Product Roadmap"
J002091,Data Scientist,"Deep Learning, Machine Learning, Pandas, SQL, Statistics, NLP, Python"
J002092,Software Engineer,"Docker, REST APIs, Git, Agile, System Design, Java"
J002093,Data Scientist,"Pandas, Machine Learning, Python, Deep Learning"
J002094,Product Manager,"Product Roadmap, Scrum, User Stories, Stakeholder Management"
J002095,Software Engineer,"REST APIs, Spring Boot, Agile"
J002096,Software Engineer,"Spring Boot, Agile, REST APIs, Docker, Java"
J002097,Data Scientist,"Statistics, Machine Learning, SQL, Deep Learning, Pandas"
J002098,ML Engineer,"PyTorch, Python, TensorFlow, Computer Vision"
J002099,ML Engineer,"TensorFlow, Python, Computer Vision, MLOps, Cloud, PyTorch, Keras"
J002100,Data Analyst,"Data Cleaning, Reporting, Power BI, SQL, Excel"
J002101,Product Manager,"Stakeholder Management, User Stories, Agile, Scrum"
J002102,Data Analyst,"Excel, SQL, Tableau, Power BI"
J002103,ML Engineer,"Python, Keras, Cloud"
J002104,Data Analyst,"SQL, Reporting, Excel, Power BI, Data Cleaning"
J002105,Data Scientist,"Python, Deep Learning, SQL"
J002106,Data Scientist,"NLP, Statistics, Python, Deep Learning, Machine Learning"
J002107,Data Analyst,"Reporting, SQL, Tableau"
J002108,Product Manager,"Stakeholder Management, User Stories, Agile, Product Roadmap"
J002109,Data Analyst,"Reporting, Tableau, SQL, Data Cleaning, Excel, Power BI"
J002110,Data Analyst,"Data Cleaning, Excel, Reporting, SQL, Power BI, Tableau"
J002111,Data Analyst,"Excel, Tableau, Reporting, Data Cleaning, Power BI"
J002112,Data Scientist,"Python, Deep Learning, Pandas, Statistics, SQL, NLP"
J002113,Software Engineer,"Spring Boot, Docker, Java"
J002114,Data Scientist,"Machine Learning, NLP, SQL, Deep Learning, Statistics"
J002115,ML Engineer,"Computer Vision, PyTorch, Python, TensorFlow, MLOps"
J002116,Data Scientist,"Deep Learning, Pandas, Statistics, Python, NLP, Machine Learning"
J002117,Data Analyst,"SQL, Tableau, Power BI, Reporting"
J002118,Software Engineer,"Docker, Git, Agile, Spring Boot, Java"
J002119,Data Scientist,"Python, SQL, Deep Learning, Machine Learning, NLP, Statistics, Pandas"
J002120,Data Scientist,"NLP, SQL, Machine Learning, Deep Learning, Pandas"
J002121,Data Scientist,"Pandas, Deep Learning, NLP, Machine Learning, SQL, Statistics, Python"
J002122,Software Engineer,"Spring Boot, System Design, Agile, Git"
J002123,Data Analyst,"Reporting, Tableau, SQL, Excel, Power BI, Data Cleaning"
J002124,Product Manager,"Product Roadmap, Scrum, User Stories"
J002125,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile"
J002126,Data Scientist,"Deep Learning, Statistics, Machine Learning"
J002127,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, Agile"
J002128,Product Manager,"Scrum, User Stories, Agile, Product Roadmap"
J002129,Data Scientist,"Statistics, Deep Learning, Machine Learning, Python, SQL"
J002130,Data Analyst,"Tableau, Excel, Reporting"
J002131,Software Engineer,"Docker, Spring Boot, Agile, REST APIs, Git"
J002132,ML Engineer,"Keras, TensorFlow, Python, MLOps"
J002133,ML Engineer,"Computer Vision, Python, Cloud, TensorFlow, MLOps, PyTorch, Keras"
J002134,Data Analyst,"Reporting, Data Cleaning, Tableau, Power BI"
J002135,Product Manager,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
J002136,Data Scientist,"SQL, Statistics, Machine Learning, Deep Learning, Pandas"
J002137,Data Analyst,"Reporting, Tableau, SQL"
J002138,Data Scientist,"Machine Learning, Pandas, NLP, Statistics, SQL"
J002139,Data Analyst,"Data Cleaning, Tableau, Excel, SQL"
J002140,Data Analyst,"SQL, Power BI, Reporting, Tableau"
J002141,Data Scientist,"SQL, Statistics, Deep Learning, Machine Learning, NLP"
J002142,ML Engineer,"Computer Vision, PyTorch, MLOps, Python, Keras, Cloud"
J002143,Software Engineer,"Agile, System Design, Spring Boot, Docker, Git"
J002144,Software Engineer,"Agile, REST APIs, Java, System Design, Docker"
J002145,Software Engineer,"Docker, Agile, Spring Boot"
J002146,Data Scientist,"Statistics, SQL, Python, Deep Learning, Pandas, NLP"
J002147,Product Manager,"Stakeholder Management, Scrum, User Stories"
J002148,Data Analyst,"SQL, Power BI, Tableau, Reporting, Data Cleaning"
J002149,Data Scientist,"Deep Learning, SQL, Statistics"
J002150,Product Manager,"Product Roadmap, Agile, User Stories, Stakeholder Management"
J002151,Product Manager,"User Stories, Agile, Scrum, Product Roadmap"
J002152,Data Analyst,"Power BI, SQL, Reporting, Tableau"
J002153,Software Engineer,"Spring Boot, REST APIs, System Design, Agile, Java, Docker, Git"
J002154,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
J002155,ML Engineer,"Computer Vision, TensorFlow, Keras, PyTorch, Cloud, Python"
J002156,Software Engineer,"System Design, REST APIs, Git, Spring Boot, Agile, Java"
J002157,Product Manager,"Agile, Product Roadmap, User Stories, Stakeholder Management"
J002158,Software Engineer,"Docker, Git, Spring Boot"
J002159,Software Engineer,"Docker, System Design, Java, Git, Spring Boot, Agile, REST APIs"
J002160,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum"
J002161,Software Engineer,"Agile, System Design, Java, REST APIs, Docker, Spring Boot, Git"
J002162,Product Manager,"Product Roadmap, Agile, User Stories"
J002163,Software Engineer,"Agile, Git, System Design, Docker"
J002164,Data Analyst,"Reporting, Data Cleaning, Tableau"
J002165,ML Engineer,"Keras, MLOps, Python, Computer Vision, Cloud"
J002166,Data Analyst,"Excel, SQL, Reporting, Power BI, Data Cleaning"
J002167,ML Engineer,"PyTorch, Cloud, Computer Vision"
J002168,Data Scientist,"Pandas, NLP, Python, SQL, Statistics, Deep Learning, Machine Learning"
J002169,Data Analyst,"SQL, Reporting, Excel, Data Cleaning"
J002170,Data Scientist,"NLP, Python, Pandas, SQL, Machine Learning"
J002171,Software Engineer,"Agile, Docker, System Design, Java, Git, Spring Boot"
J002172,ML Engineer,"PyTorch, Computer Vision, Cloud, TensorFlow"
J002173,Data Scientist,"Machine Learning, Python, SQL, Pandas, Statistics, Deep Learning"
J002174,Software Engineer,"Agile, System Design, Docker, Git, Java"
J002175,Software Engineer,"System Design, Git, Agile"
J002176,Data Analyst,"Data Cleaning, Power BI, Excel, Reporting, Tableau, SQL"
J002177,Data Analyst,"Data Cleaning, SQL, Power BI, Reporting, Tableau, Excel"
J002178,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
J002179,Software Engineer,"Java, Spring Boot, Agile, System Design, REST APIs, Git, Docker"
J002180,Software Engineer,"REST APIs, Java, Git, System Design, Spring Boot, Agile"
J002181,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, User Stories"
J002182,ML Engineer,"PyTorch, MLOps, Cloud, Python, Keras, Computer Vision, TensorFlow"
J002183,Software Engineer,"Agile, REST APIs, Java, Spring Boot, Docker"
J002184,Product Manager,"Scrum, Stakeholder Management, User Stories, Product Roadmap, Agile"
J002185,ML Engineer,"Python, Keras, MLOps"
J002186,Data Scientist,"Deep Learning, Machine Learning, SQL"
J002187,Data Scientist,"NLP, Deep Learning, Pandas"
J002188,Software Engineer,"Spring Boot, System Design, Java, Git"
J002189,Data Analyst,"Data Cleaning, Reporting, SQL, Excel, Tableau"
J002190,Product Manager,"User Stories, Product Roadmap, Agile"
J002191,Data Analyst,"SQL, Reporting, Power BI, Excel, Data Cleaning"
J002192,Data Analyst,"Reporting, Tableau, Data Cleaning, SQL"
J002193,ML Engineer,"PyTorch, TensorFlow, Python, Computer Vision, Cloud"
J002194,Software Engineer,"System Design, Git, REST APIs, Agile, Spring Boot, Docker"
J002195,ML Engineer,"Computer Vision, MLOps, TensorFlow, Keras, Cloud, PyTorch, Python"
J002196,Data Scientist,"NLP, SQL, Deep Learning"
J002197,Data Scientist,"SQL, Machine Learning, NLP, Statistics"
J002198,Data Analyst,"Power BI, Excel, Reporting, Tableau, SQL, Data Cleaning"
J002199,Software Engineer,"System Design, REST APIs, Spring Boot, Docker, Agile, Java, Git"
J002200,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, Agile"
J002201,ML Engineer,"Keras, TensorFlow, PyTorch, MLOps, Computer Vision, Cloud, Python"
J002202,Data Scientist,"Deep Learning, Pandas, Python, NLP"
J002203,Software Engineer,"Git, Java, Docker"
J002204,Data Analyst,"Tableau, SQL, Excel, Power BI"
J002205,ML Engineer,"Computer Vision, MLOps, Keras, Python"
J002206,Software Engineer,"Git, Docker, Spring Boot, Java, Agile"
J002207,Data Analyst,"Reporting, SQL, Tableau"
J002208,Data Analyst,"Excel, Reporting, Tableau"
J002209,Product Manager,"Stakeholder Management, Agile, Product Roadmap"
J002210,Product Manager,"Agile, Product Roadmap, User Stories"
J002211,Product Manager,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
J002212,ML Engineer,"PyTorch, TensorFlow, Computer Vision, Python, MLOps, Cloud, Keras"
J002213,Data Scientist,"Python, Statistics, Pandas, Deep Learning, SQL, NLP"
J002214,Software Engineer,"Docker, System Design, Spring Boot, Git"
J002215,ML Engineer,"Cloud, Computer Vision, Python"
J002216,Data Analyst,"SQL, Reporting, Data Cleaning, Excel, Tableau, Power BI"
J002217,Data Analyst,"Reporting, Power BI, Tableau, SQL, Excel, Data Cleaning"
J002218,Software Engineer,"Spring Boot, Git, Docker, Agile"
J002219,Data Scientist,"Pandas, NLP, Machine Learning, Deep Learning, SQL, Statistics"
J002220,Product Manager,"Stakeholder Management, Agile, Scrum"
J002221,Data Scientist,"SQL, Deep Learning, NLP, Statistics, Python, Machine Learning, Pandas"
J002222,Software Engineer,"Spring Boot, Git, Docker"
J002223,Software Engineer,"System Design, Agile, Docker, REST APIs, Git, Spring Boot, Java"
J002224,Data Scientist,"SQL, Machine Learning, Deep Learning, Statistics"
J002225,ML Engineer,"PyTorch, Computer Vision, Keras"
J002226,ML Engineer,"TensorFlow, PyTorch, Cloud, Computer Vision, Python"
J002227,Product Manager,"Product Roadmap, Agile, Stakeholder Management, Scrum, User Stories"
J002228,Data Scientist,"Machine Learning, Deep Learning, Statistics, Pandas, SQL, NLP, Python"
J002229,Data Analyst,"Tableau, Excel, Reporting, SQL, Data Cleaning"
J002230,Data Scientist,"Machine Learning, Statistics, Pandas, Python, NLP"
J002231,Product Manager,"Scrum, Product Roadmap, Agile, Stakeholder Management"
J002232,Software Engineer,"Java, REST APIs, Spring Boot, System Design, Agile, Git"
J002233,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
J002234,Software Engineer,"REST APIs, Java, System Design, Docker, Agile, Spring Boot"
J002235,ML Engineer,"Python, PyTorch, TensorFlow, Computer Vision"
J002236,Data Scientist,"Machine Learning, Deep Learning, NLP, SQL"
J002237,Data Analyst,"SQL, Reporting, Power BI, Data Cleaning, Excel"
J002238,Data Scientist,"Statistics, SQL, Machine Learning, Python, NLP, Deep Learning, Pandas"
J002239,Product Manager,"User Stories, Scrum, Product Roadmap, Stakeholder Management, Agile"
J002240,Data Analyst,"Data Cleaning, Reporting, Power BI"
J002241,ML Engineer,"Keras, MLOps, PyTorch, TensorFlow, Computer Vision"
J002242,ML Engineer,"Cloud, PyTorch, TensorFlow, Keras, Python"
J002243,ML Engineer,"PyTorch, Computer Vision, Keras, MLOps, Python"
J002244,ML Engineer,"Python, Computer Vision, PyTorch, TensorFlow, Keras, Cloud"
J002245,Data Analyst,"Data Cleaning, SQL, Reporting, Excel, Tableau, Power BI"
J002246,ML Engineer,"Keras, TensorFlow, Computer Vision"
J002247,ML Engineer,"Keras, Computer Vision, TensorFlow, PyTorch, Cloud, Python, MLOps"
J002248,ML Engineer,"Keras, TensorFlow, Python, PyTorch, MLOps"
J002249,Data Scientist,"Machine Learning, Statistics, NLP, Python, Deep Learning"
J002250,Product Manager,"User Stories, Agile, Scrum, Product Roadmap"
J002251,Product Manager,"Scrum, Agile, Stakeholder Management, User Stories"
J002252,Product Manager,"User Stories, Stakeholder Management, Product Roadmap, Scrum, Agile"
J002253,Data Analyst,"Power BI, Excel, Tableau"
J002254,Data Analyst,"SQL, Excel, Reporting"
J002255,Data Scientist,"Pandas, NLP, Python, Machine Learning, SQL, Deep Learning, Statistics"
J002256,Product Manager,"Product Roadmap, Agile, Scrum, Stakeholder Management"
J002257,Product Manager,"User Stories, Stakeholder Management, Product Roadmap"
J002258,Software Engineer,"REST APIs, Java, Git, Spring Boot, Docker, Agile, System Design"
J002259,Software Engineer,"Java, Agile, Docker, Git, REST APIs, System Design, Spring Boot"
J002260,Product Manager,"Product Roadmap, Stakeholder Management, Agile, Scrum"
J002261,Data Analyst,"Data Cleaning, Reporting, Excel, Power BI, Tableau"
J002262,Data Analyst,"Power BI, SQL, Excel"
J002263,Software Engineer,"Git, System Design, Agile, Spring Boot, REST APIs, Docker"
J002264,ML Engineer,"PyTorch, Cloud, MLOps, Computer Vision"
J002265,Data Analyst,"Power BI, Reporting, SQL, Excel, Tableau"
J002266,ML Engineer,"Keras, MLOps, Computer Vision, Python"
J002267,Product Manager,"Stakeholder Management, Agile, Product Roadmap, Scrum"
J002268,Data Scientist,"Pandas, Python, Deep Learning"
J002269,Product Manager,"Scrum, User Stories, Stakeholder Management, Agile"
J002270,Product Manager,"Scrum, Product Roadmap, User Stories, Agile"
J002271,ML Engineer,"MLOps, Python, Computer Vision, Cloud"
J002272,Data Scientist,"Pandas, Deep Learning, NLP, Statistics, Machine Learning, Python, SQL"
J002273,ML Engineer,"Computer Vision, PyTorch, Keras"
J002274,ML Engineer,"PyTorch, Computer Vision, Cloud, MLOps"
